Movie,Year,Score,Adjusted Score,Director,Cast,Consensus,Box Office Collection,Imdb_genre,IMDB Rating,metascore,time_minute,Votes
The Darkness,2016,3,3.39,Greg McLean,"Kevin Bacon, Radha Mitchell, Lucy Fry, David Mazouz","Peter Taylor (Kevin Bacon), his wife Bronny and their two children return to Los Angeles after a fun-filled vacation to...",10904495.0,Horror,4.4,27.0,92.0,15943.0
House of the Dead,2003,3,4.563,Uwe Boll,"Jonathan Cherry, Tyron Leitso, Clint Howard, Ona Grauer",Simon (Tyron Leitso) and Greg (Will Sanderson) meet a group of friends and set out to attend a rave on...,13860078.0,Horror,2.1,15.0,90.0,37213.0
The Apparition,2012,3,5.032,Todd Lincoln,"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill","Plagued by frightening occurrences in their home, Kelly (Ashley Greene) and Ben (Sebastian Stan) learn that a university's parapsychology experiment...",10637281.0,Horror,4.1,18.0,82.0,19871.0
FeardotCom,2002,3,4.987,William Malone,"Stephen Dorff, Natascha McElhone, Stephen Rea, Udo Kier","When four bodies are discovered among the industrial decay and urban grime of New York City, brash young detective Mike...",,,,,,
Bless the Child,2000,3,5.761,Chuck Russell,"Kim Basinger, Jimmy Smits, Holliston Coleman, Rufus Sewell",When Maggie's sister Jenna saddles her with an autistic newborn named Cody she touches Maggie's heart and becomes the daughter...,40435694.0,Horror,5.0,17.0,107.0,14630.0
The Haunting of Molly Hartley,2008,2,2.931,Mickey Liddell,"Haley Bennett, Chace Crawford, Jake Weber, AnnaLynne McCord","After surviving a brutal attack by her insane mother, teenage Molly (Haley Bennett) is eager to get a fresh start...",15318257.0,Horror,3.9,28.0,85.0,9767.0
Alone in the Dark,2005,1,5.934,Uwe Boll,"Christian Slater, Tara Reid, Stephen Dorff, Frank C. Turner","When the investigations of supernatural detective Edward Carnby (Christian Slater) lead him to uncover a long-lost tribe called the Abskani,...",10588079.0,Horror,2.4,9.0,96.0,45471.0
Return of the Living Dead Part II,1988,5,4.013,Ken Wiederhorn,"James Karen, Thom Mathews, Michael Kenworthy, Marsha Dietlein",A boy (Michael Kenworthy) and his friends free something evil from a canister fallen off an Army truck....,9205924.0,,,,,
Homecoming,2009,0,0.078,Morgan J. Freeman,"Mischa Barton, Matt Long, Jessica Stroup, Michael Landes",A jealous woman (Mischa Barton) plots revenge after her former beau (Matt Long) returns to their hometown with a pretty...,,Drama,7.4,,30.0,24067.0
The Disappointments Room,2016,0,0.775,D.J. Caruso,"Kate Beckinsale, Mel Raido, Duncan Joiner, Lucas Till","Dana (Kate Beckinsale), her husband David and their 5-year-old son Lucas start a new life after moving from the hustle...",3503761.0,Horror,3.9,31.0,91.0,9846.0
Cabin Fever,2016,0,0.98,Travis Z,"Nadine Crocker, Matthew Daddario, Samuel Davis, Gage Golightly","Fresh out of college, five friends (Nadine Crocker, Matthew Daddario, Samuel Davis) face the horrors of a flesh-eating virus while...",30351664.0,Horror,5.6,56.0,93.0,77511.0
Jaws the Revenge,1987,0,2.508,Joseph Sargent,"Lorraine Gary, Lance Guest, Mario Van Peebles, Karen Young","The family of widow Ellen Brody (Lorraine Gary) has long been plagued by shark attacks, and this unfortunate association continues...",,,,,,
One Missed Call,2008,0,2.815,Éric Valette,"Shannyn Sossamon, Ed Burns, Ana Claudia Talancón, Ray Wise","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just...",44513466.0,Horror,4.0,24.0,87.0,32216.0
Running Scared,1986,59,59.008,Peter Hyams,"Gregory Hines, Billy Crystal, Jimmy Smits, Steven Bauer","Ray and Danny (Gregory Hines, Billy Crystal) are two Chicago police detectives hot on the trail of drug kingpin Julio...",38500726.0,Comedy,6.5,49.0,107.0,12914.0
Equilibrium,2002,41,42.593,Kurt Wimmer,"Christian Bale, Emily Watson, Taye Diggs, Angus Macfadyen","In a futuristic world, a regime has eliminated war by suppressing emotions: books, art and music are strictly forbidden and...",5345869.0,Drama,7.4,33.0,107.0,325299.0
Hero,2002,94,102.661,Zhang Yimou,"Jet Li, Tony Leung Chiu Wai, Maggie Cheung Man-yuk, Donnie Yen","In this visually arresting martial arts epic set in ancient China, an unnamed fighter (Jet Li) is being honored for...",69671205.0,Drama,7.9,85.0,120.0,180102.0
Road House,1989,37,40.012,Rowdy Herrington,"Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara","The Double Deuce is the meanest, loudest and rowdiest bar south of the Mason-Dixon Line, and Dalton (Patrick Swayze) has...",30050028.0,Thriller,6.6,36.0,114.0,71428.0
Unstoppable,2010,87,93.759,Tony Scott,"Denzel Washington, Chris Pine, Rosario Dawson, Kevin Dunn","When a massive, unmanned locomotive roars out of control, the threat is more ominous than just a derailment. The train...",165720921.0,Thriller,6.8,69.0,98.0,195359.0
Shaft,1971,86,88.949,Gordon Parks,"Richard Roundtree, Moses Gunn, Christopher St. John, Charles Cioffi","John Shaft (Richard Roundtree) is the ultimate in suave black detectives. He first finds himself up against Bumpy (Moses Gunn),...",107190108.0,Comedy,6.4,40.0,111.0,52203.0
The Villainess,2017,85,90.985,Jeong Byeong-gil,"Kim Ok-bin, Shin Ha-kyun, Sung Joon, Kim Seo-hyung","Honed from childhood to be an elite assassin, Sook-hee embarks on a rampage of violence and revenge to finally earn...",,Thriller,6.6,64.0,124.0,14196.0
Highlander,1986,70,72.928,Russell Mulcahy,"Christopher Lambert, Sean Connery, Roxanne Hart, Clancy Brown",When the mystical Russell Nash (Christopher Lambert) kills a man in a sword fight in a New York City parking...,12900000.0,Sci-Fi,7.2,,60.0,15775.0
Die Hard 2,1990,69,72.279,Renny Harlin,"Bruce Willis, Bonnie Bedelia, William Atherton, Reginald VelJohnson","A year after his heroics in L.A, detective John McClane (Bruce Willis) is mixed up in another terrorist plot, this...",239813888.0,Thriller,7.1,67.0,124.0,357081.0
The Protector,2005,53,56.399,Prachya Pinkaew,"Tony Jaa, Johnny Nguyen, Nathan Jones, Petchtai Wongkamlao",A young fighter (Tony Jaa) travels to Australia to retrieve stolen elephants that were promised originally to the king of...,829239.0,Sci-Fi,6.5,,40.0,34406.0
Revenge,2017,93,99.774,Coralie Fargeat,"Matilda Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède",Jen is enjoying a romantic getaway with her wealthy boyfriend -- until his two sleazy friends arrive for an unannounced...,15535771.0,Drama,7.9,,44.0,118804.0
El Mariachi,1992,91,96.211,Robert Rodriguez,"Carlos Gallardo, Consuelo Gómez, Reinol Martinez, Peter Marquardt",El Mariachi (Carlos Gallardo) is a traveling guitar player with the modest desire to play music for a living. Looking...,2041928.0,Thriller,6.8,73.0,81.0,66748.0
A Touch of Zen,1971,97,98.39,King Hu,"Feng Hsu, Chun Shih, Pai Ying, Roy Chiao","Ku Shen Chai (Chun Shih), an unmotivated artist in his early 30s, still lives with his mother, but he is...",,Thriller,7.5,,200.0,6267.0
Top Gun,1986,57,62.842,Tony Scott,"Tom Cruise, Kelly McGillis, Anthony Edwards, Val Kilmer",The Top Gun Naval Fighter Weapons School is where the best of the best train to refine their elite flying...,357469522.0,Drama,6.9,50.0,110.0,330744.0
Con Air,1997,55,57.658,Simon West,"Nicolas Cage, John Cusack, John Malkovich, Steve Buscemi","Just-paroled army ranger Cameron Poe (Nicolas Cage) is headed back to his wife (Monica Potter), but must fly home aboard...",224117573.0,Thriller,6.9,52.0,115.0,294600.0
The Expendables 2,2012,67,72.409,Simon West,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren","Mercenary leader Barney Ross (Sylvester Stallone), Lee Christmas (Jason Statham) and the rest of the Expendables team reunite when Mr....",311979256.0,Thriller,6.6,51.0,103.0,304240.0
Mr. & Mrs. Smith,2005,60,68.277,Doug Liman,"Brad Pitt, Angelina Jolie, Vince Vaughn, Adam Brody","John (Brad Pitt) and Jane Smith (Angelina Jolie), a couple in a stagnating marriage, live a deceptively mundane existence. However,...",,Comedy,6.5,55.0,120.0,483782.0
Rush Hour,1998,60,63.438,Brett Ratner,"Jackie Chan, Chris Tucker, Tom Wilkinson, Elizabeth Peña","When a Chinese diplomat's daughter is kidnapped in Los Angeles, he calls in Hong Kong Detective Inspector Lee (Jackie Chan)...",245300000.0,Comedy,7.0,60.0,98.0,261427.0
The Equalizer,2014,60,67.731,Antoine Fuqua,"Denzel Washington, Marton Csokas, Chloë Grace Moretz, David Harbour","Robert McCall (Denzel Washington), a man of mysterious origin who believes he has put the past behind him, dedicates himself...",192903624.0,Drama,5.0,,43.0,11786.0
Captain America: Civil War,2016,90,118.224,Anthony Russo,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan",Political pressure mounts to install a system of accountability when the actions of the Avengers lead to collateral damage. The...,1151918521.0,Sci-Fi,7.8,75.0,147.0,754008.0
Air Force One,1997,78,80.164,Wolfgang Petersen,"Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson","After making a speech in Moscow vowing to never negotiate with terrorists, President James Marshall (Harrison Ford) boards Air Force...",315268353.0,Drama,6.5,61.0,124.0,193112.0
Bloodsport,1988,46,46.393,Newt Arnold,"Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton","U.S. soldier Frank Dux (Jean-Claude Van Damme) has come to Hong Kong to be accepted into the Kumite, a highly...",11806119.0,Drama,6.8,29.0,92.0,83888.0
Blade,1998,57,62.5,Stephen Norrington,"Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright","A half-mortal, half-immortal is out to avenge his mother's death and rid the world of vampires. The modern-day technologically advanced...",131237688.0,Horror,7.1,47.0,120.0,267299.0
Bad Boys,1995,42,45.945,Michael Bay,"Martin Lawrence, Will Smith, Tea Leoni, Tcheky Karyo",Miami-Dade detectives Mike Lowrey (Will Smith) and Marcus Burnett (Martin Lawrence) blow a fuse when $100 million worth of heroin...,141247413.0,Comedy,6.8,41.0,119.0,259833.0
Die Hard With a Vengeance,1995,59,63.857,John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene","Detective John McClane (Bruce Willis) is now divorced, alcoholic and jobless after getting fired for his reckless behavior and bad...",,,,,,
The Running Man,1987,66,67.91,Paul Michael Glaser,"Arnold Schwarzenegger, Maria Conchita Alonso, Richard Dawson, Yaphet Kotto","In the year 2019, America is a totalitarian state where the favorite television program is ""The Running Man"" -- a...",38122000.0,Sci-Fi,6.6,45.0,101.0,151028.0
Code of Silence,1985,70,70.817,Andrew Davis,"Chuck Norris, Henry Silva, Bert Remsen, Mike Genovese","In Chicago, honor-driven Sgt. Eddie Cusack (Chuck Norris) and his team stake out a drug exchange involving notorious drug czar...",20345361.0,Thriller,6.0,64.0,101.0,8001.0
Shoot 'Em Up,2007,67,72.957,Michael Davis,"Clive Owen, Paul Giamatti, Monica Bellucci, Daniel Pilon","After saving a newborn infant from assassins, carrot-crunching gunman Mr. Smith (Clive Owen) teams up with a prostitute named DQ...",26796824.0,Comedy,6.6,49.0,86.0,149687.0
Crank,2006,61,64.692,Mark Neveldine,"Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez","Chev Chelios (Jason Statham), a hit man wanting to go straight, lets his latest target slip away, then he awakes...",43924923.0,Thriller,6.9,57.0,88.0,246873.0
Machete,2010,72,79.675,Robert Rodriguez,"Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal","After nearly being killed during a violent fight with a powerful drug lord, a former Mexican Federale known as Machete...",46370970.0,Thriller,6.6,60.0,105.0,196499.0
Drive,2011,93,103.379,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks","Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior,...",81357930.0,Drama,7.8,78.0,100.0,618214.0
Batman,1989,72,78.034,Tim Burton,"Jack Nicholson, Michael Keaton, Kim Basinger, Robert Wuhl","Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne (Michael Keaton) fights crime in Gotham City...",411348924.0,Comedy,7.5,,25.0,22004.0
Under Siege,1992,79,80.827,Andrew Davis,"Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak","A heroic loner takes on a group of nuclear terrorists in this seagoing tale. Posing as a rock band, the...",156563139.0,Thriller,6.5,58.0,103.0,85662.0
Independence Day,1996,67,70.529,Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell","In the epic adventure film ""Independence Day,"" strange phenomena surface around the globe. The skies ignite. Terror races through the...",817400878.0,Adventure,7.0,59.0,145.0,563005.0
Bullitt,1968,98,101.562,Peter Yates,"Steve McQueen, Robert Vaughn, Jacqueline Bisset, Don Gordon",Senator Walter Chalmers (Robert Vaughn) is aiming to take down mob boss Pete Ross (Vic Tayback) with the help of...,42300945.0,Thriller,7.4,81.0,114.0,67986.0
Wanted,2008,71,79.843,Timur Bekmambetov,"James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp","Wesley Gibson (James McAvoy) is an office worker whose life is going nowhere. After his estranged father is murdered, he...",342416460.0,Drama,7.6,,60.0,5819.0
Superman: The Movie,1978,94,101.409,Richard Donner,"Christopher Reeve, Gene Hackman, Marlon Brando, Margot Kidder","Just before the destruction of the planet Krypton, scientist Jor-El (Marlon Brando) sends his infant son Kal-El on a spaceship...",,,,,,
Ronin,1998,69,71.255,John Frankenheimer,"Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgard","Deirdre (Natascha McElhone) puts together a team of experts that she tasks with stealing a valuable briefcase, the contents of...",70692101.0,Thriller,7.2,67.0,122.0,181993.0
They Live,1988,85,88.306,John Carpenter,"Roddy Piper, Keith David, Meg Foster, George ""Buck"" Flower","Nada (Roddy Piper), a wanderer without meaning in his life, discovers a pair of sunglasses capable of showing the world...",13000774.0,Horror,7.2,55.0,94.0,126296.0
Cliffhanger,1993,67,71.229,Renny Harlin,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner",Outdoor thriller in which a former mountain rescuer is pitted against a group of criminals who have lost their $100...,255000000.0,Adventure,6.5,60.0,113.0,128308.0
Marvel's the Avengers,2012,91,106.754,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","When Thor's evil brother, Loki (Tom Hiddleston), gains access to the unlimited power of the energy cube called the Tesseract,...",,,,,,
The Warriors,1979,87,90.637,Walter Hill,"Michael Beck, James Remar, Dorsey Wright, Brian Tyler",A turf battle between New York City street gangs that rages from Coney Island to the Bronx. The Warriors are...,22490943.0,Thriller,7.6,65.0,93.0,101233.0
Starship Troopers,1997,66,69.799,Paul Verhoeven,"Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey","In the distant future, the Earth is at war with a race of giant alien insects. Little is known about...",121100000.0,Sci-Fi,7.3,51.0,129.0,289366.0
Elite Squad 2,2010,91,92.093,José Padilha,"Wagner Moura, Irandhir Santos, André Ramiro, Pedro Van-Held","Dirty cops and corrupt, powerful politicians threaten Nascimento (Wagner Moura)....",,,,,,
Point Break,1991,69,72.735,Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty","After a string of bizarre bank robberies in Southern California, with the crooks donning masks of various former presidents, a...",126704591.0,Thriller,7.2,58.0,122.0,177599.0
The Long Kiss Goodnight,1996,68,68.48,Renny Harlin,"Geena Davis, Samuel L. Jackson, Patrick Malahide, Craig Bierko",Schoolteacher and single mother Samantha Caine (Geena Davis) lives an average suburban life -- until she begins having strange memories...,33447612.0,Drama,6.8,44.0,121.0,79093.0
The Guest,2014,92,95.545,Adam Wingard,"Dan Stevens, Maika Monroe, Leland Orser, Sheila Kelley",A string of mysterious deaths leads a teenager to become suspicious of a soldier (Dan Stevens) who showed up on...,2107051.0,Thriller,6.7,76.0,100.0,99145.0
Taken,2008,59,65.409,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser","Bryan Mills (Liam Neeson), a former government operative, is trying to reconnect with his daughter, Kim (Maggie Grace). Then his...",226941585.0,Drama,6.5,,41.0,10701.0
300,2006,61,70.688,Zack Snyder,"Gerard Butler, Lena Headey, David Wenham, Dominic West","In 480 B.C. a state of war exists between Persia, led by King Xerxes (Rodrigo Santoro), and Greece. At the...",454161935.0,Drama,7.6,52.0,117.0,802949.0
True Lies,1994,69,71.906,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton","Secretly a spy but thought by his family to be a dull salesman, Harry Tasker (Arnold Schwarzenegger) is tracking down...",365300000.0,Comedy,7.3,63.0,141.0,253697.0
Demolition Man,1993,62,61.802,Marco Brambilla,"Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne","With innocent victims caught in the crossfire in Los Angeles' intensifying war on crime, both cop John Spartan (Sylvester Stallone)...",159055768.0,Sci-Fi,6.7,34.0,115.0,172680.0
Hardcore Henry,2015,51,60.174,Ilya Naishuller,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Dasha Charusha",A man wakes up in a Moscow laboratory to learn that he's been brought back from the dead as a...,17187434.0,Sci-Fi,6.7,51.0,96.0,94053.0
Police Story,1985,93,92.135,Jackie Chan,"Jackie Chan, Brigitte Lin, Maggie Cheung, Bill Tung",A kung-fu policeman (Jackie Chan) must protect a female witness (Brigitte Lin) from a Hong Kong drug lord for whom...,,Comedy,7.5,78.0,100.0,35498.0
Brotherhood of the Wolf,2001,73,76.856,Christophe Gans,"Samuel Le Bihan, Mark Dacascos, Émilie Dequenne, Vincent Cassel","In a rural province of France, a mysterious creature is laying waste to the countryside, savagely killing scores of women...",,Drama,7.0,57.0,142.0,66216.0
Kingsman: The Secret Service,2014,75,85.097,Matthew Vaughn,"Colin Firth, Michael Caine, Taron Egerton, Samuel L. Jackson","Gary ""Eggsy"" Unwin (Taron Egerton), whose late father secretly worked for a spy organization, lives in a South London housing...",404561724.0,Comedy,7.7,60.0,129.0,652323.0
The Fifth Element,1997,70,73.729,Luc Besson,"Bruce Willis, Gary Oldman, Ian Holm, Milla Jovovich","In the 23rd century, a New York City cabbie, Korben Dallas (Bruce Willis), finds the fate of the world in...",263893838.0,Sci-Fi,7.6,52.0,126.0,463853.0
Big Trouble in Little China,1986,75,79.689,John Carpenter,"Kurt Russell, Kim Cattrall, Dennis Dun, James Hong","Kurt Russell plays hard-boiled truck driver Jack Burton, who gets caught in a bizarre conflict within, and underneath, San Francisco's...",11208970.0,Comedy,,,,
Atomic Blonde,2017,79,106.387,David Leitch,"Charlize Theron, James McAvoy, Eddie Marsan, John Goodman","Sensual and savage, Lorraine Broughton is the most elite spy in MI6, an agent who's willing to use all of...",98345423.0,Thriller,6.7,63.0,115.0,189851.0
Rumble in the Bronx,1995,80,80.316,Stanley Tong,"Jackie Chan, Anita Mui, Bill Tung, Françoise Yip","Hong Kong policeman Keung (Jackie Chan) arrives in New York for the wedding of his uncle Bill (Bill Tung), a...",36238752.0,Comedy,6.7,61.0,87.0,41961.0
District B13,2004,80,84.67,Pierre Morel,"Cyril Raffaelli, David Belle, Tony D'Amario, Larbi Naceri","In 21st-century Paris, a member (Cyril Raffaelli) of an elite police squad must enter a crime-ridden ghetto to defuse a...",,Sci-Fi,7.1,70.0,84.0,69760.0
Ong-Bak: The Thai Warrior,2003,85,89.258,Prachya Pinkaew,"Tony Jaa, Pumwaree Yodkamol, Petchtai Wongkamlao, Suchao Pongwilai","In Thailand, the impoverished village of Ban Nong Pradu has its most precious Buddha statue stolen from the temple. Luckily...",,Thriller,7.1,69.0,105.0,74221.0
Collateral,2004,86,95.903,Michael Mann,"Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo",A cab driver realizes his current fare is a hit man that has been having him drive around from mark...,217602967.0,Drama,7.5,71.0,120.0,390124.0
Iron Monkey,1993,91,93.4,Woo-Ping Yuen,"Rongguang Yu, Donnie Yen, Sze-Man Tsang, Jean Wang","In a desperate and unjust land, where government corruption rules the day, only one man has the courage to challenge...",14681661.0,,,,,
Escape From New York,1981,87,91.138,John Carpenter,"Kurt Russell, Ernest Borgnine, Adrienne Barbeau, Lee Van Cleef","In 1997, a major war between the United States and the Soviet Union is concluding, and the entire island of...",,,,,,
Battle Royale,2000,88,88.058,Kinji Fukasaku,"Tatsuya Fujiwara, Aki Maeda, Taro Yamamoto, Masanobu Andô","42 9th graders are sent to a deserted island. They are given a map, food, and various weapons. An explosive...",,Drama,7.6,81.0,114.0,180707.0
Spider-Man 2,2004,93,104.605,Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina","When a failed nuclear fusion experiment results in an explosion that kills his wife, Dr. Otto Octavius (Alfred Molina) is...",794697557.0,Horror,,,,
13 Assassins,2010,95,100.007,Takashi Miike,"Koji Yakusho, Takayuki Yamada, Yusuke Iseya, Goro Inagaki","In this remake of a 1963 film based on historical events, Shinzaemon Shimada leads a team of assassins in 19th-century...",,Adventure,7.5,84.0,141.0,65066.0
Full Contact,1992,88,67.863,Ringo Lam,"Chow Yun-Fat, Simon Yam, Bonnie Fu, Wong Chow-Sang","Jeff (Chow Yun-Fat), who works as a nightclub bouncer in Bangkok, saves his friend Sam (Wong Chow-Sang) from a beating...",,,,,,
A Better Tomorrow,1986,93,92.52,John Woo,"Ti Lung, Chow Yun-Fat, Leslie Cheung, Emily Chu",A Hong Kong policeman (Leslie Cheung) blames his reformed-gangster brother (Chow Yun-Fat) for the death of their father....,,Thriller,7.4,78.0,95.0,22736.0
Iron Man,2008,94,105.234,Jon Favreau,"Robert Downey Jr., Terrence Howard, Gwyneth Paltrow, Jeff Bridges","A billionaire industrialist and genius inventor, Tony Stark (Robert Downey Jr.), is conducting weapons tests overseas, but terrorists kidnap him...",585171547.0,Sci-Fi,7.9,79.0,126.0,1027013.0
The Night Comes for Us,2018,91,91.145,Timo Tjahjanto,"Joe Taslim, Iko Uwais, Julie Estelle, Sunny Pang","Ito, a gangland enforcer, is caught amidst a treacherous and violent insurrection within his Triad crime family....",,Thriller,6.9,69.0,121.0,25557.0
Logan,2017,94,126.287,James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen, Richard E. Grant","In the near future, a weary Logan (Hugh Jackman) cares for an ailing Professor X (Patrick Stewart) at a remote...",614202315.0,Drama,8.1,77.0,137.0,729509.0
Goldfinger,1964,99,103.828,Guy Hamilton,"Sean Connery, Gert Frobe, Honor Blackman, Shirley Eaton","Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and...",124900000.0,Thriller,7.7,87.0,110.0,187176.0
Assault on Precinct 13,1976,95,98.805,John Carpenter,"Austin Stoker, Darwin Joston, Laurie Zimmer, Martin West","When the LAPD kills several members of the South Central gang Street Thunder, the remaining members avenge themselves by way...",,Horror,7.3,89.0,91.0,49472.0
Wonder Woman,2017,93,129.061,Patty Jenkins,"Gal Gadot, Chris Pine, Connie Nielsen, Robin Wright","Before she was Wonder Woman (Gal Gadot), she was Diana, princess of the Amazons, trained to be an unconquerable warrior....",818058221.0,Sci-Fi,7.4,76.0,141.0,637712.0
The Chinese Connection,1972,83,83.27,Lo Wei,"Bruce Lee, Miao Ker Hsiu, James Tien, Robert Baker","Chen Zhen (Bruce Lee) has left his homeland of China and relocated to stay with family in Thailand. Chen, who...",,,,,,
Captain America: The Winter Soldier,2014,90,102.765,Anthony Russo,"Chris Evans, Scarlett Johansson, Samuel L. Jackson, Sebastian Stan","After the cataclysmic events in New York with his fellow Avengers, Steve Rogers, aka Captain America (Chris Evans), lives in...",714401889.0,Sci-Fi,7.8,70.0,136.0,816491.0
Oldboy,2003,81,87.284,Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jung, Ji Dae-han","Dae-Su is an obnoxious drunk bailed from the police station yet again by a friend. However, he's abducted from the...",6226386.0,Drama,8.4,77.0,101.0,561949.0
The French Connection,1971,97,105.251,William Friedkin,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco","New York Detective ""Popeye"" Doyle (Gene Hackman) and his partner (Roy Scheider) chase a French heroin smuggler....",41159423.0,Drama,7.7,94.0,104.0,120723.0
Furious 7,2015,82,92.738,James Wan,"Vin Diesel, Paul Walker, Dwayne Johnson, Michelle Rodriguez","After defeating international terrorist Owen Shaw, Dominic Toretto (Vin Diesel), Brian O'Conner (Paul Walker) and the rest of the crew...",1516881526.0,Thriller,7.1,67.0,137.0,383825.0
La Femme Nikita,1990,89,90.856,Luc Besson,"Anne Parillaud, Jean-Hugues Anglade, Tcheky Karyo, Jeanne Moreau","Convicted felon Nikita (Anne Parillaud), instead of going to jail, is given a new identity and trained to be a...",,Drama,7.4,,60.0,9830.0
Supercop,1992,96,98.779,Stanley Tong,"Jackie Chan, Michelle Yeaoh, Maggie Cheung, Ken Tsang","To infiltrate a drug cartel, police Inspector Chan Ka Kui (Jackie Chan) goes undercover in a Chinese prison. There, he...",16270600.0,Comedy,6.9,,91.0,21258.0
Dirty Harry,1971,88,91.759,Don Siegel,"Clint Eastwood, Harry Guardino, Reni Santoni, John Larch",Cop Harry Callahan (Clint Eastwood) attempts to track down a psychopathic rooftop killer before a kidnapped girl dies. When he...,28153434.0,Thriller,7.7,87.0,102.0,153775.0
Edge of Tomorrow,2014,91,104.772,Doug Liman,"Tom Cruise, Emily Blunt, Brendan Gleeson, Bill Paxton","When Earth falls under attack from invincible aliens, no military unit in the world is able to beat them. Maj....",367028980.0,Sci-Fi,7.9,71.0,113.0,656178.0
X2,2003,85,93.383,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry","Stryker (Brian Cox), a villianous former Army commander, holds the key to Wolverine's (Hugh Jackman) past and the future of...",,,,,,
The Fugitive,1993,96,102.607,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore","Wrongfully accused of murdering his wife, Richard Kimble (Harrison Ford) escapes from the law in an attempt to find her...",353715317.0,Drama,7.8,87.0,130.0,288717.0
Black Panther,2018,96,129.316,Ryan Coogler,"Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira","After the death of his father, T'Challa returns home to the African nation of Wakanda to take his rightful place...",1336494321.0,Sci-Fi,7.3,88.0,134.0,721672.0
Inception,2010,87,101.215,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy",Dom Cobb (Leonardo DiCaprio) is a thief with the rare ability to enter people's dreams and steal their secrets from...,728582465.0,Sci-Fi,8.8,74.0,148.0,2269649.0
Braveheart,1995,76,81.564,Mel Gibson,"Mel Gibson, Sophie Marceau, Patrick McGoohan, Catherine McCormack",Tells the story of the legendary thirteenth century Scottish hero named William Wallace (Mel Gibson). Wallace rallies the Scottish against...,209045244.0,Drama,8.4,68.0,178.0,1016911.0
Minority Report,2002,90,97.988,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow","Based on a story by famed science fiction writer Philip K. Dick, ""Minority Report"" is an action-detective thriller set in...",358824714.0,Sci-Fi,7.7,80.0,145.0,540079.0
Avengers: Endgame,2019,94,128.391,Anthony Russo,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","Adrift in space with no food or water, Tony Stark sends a message to Pepper Potts as his oxygen supply...",2797800564.0,Drama,8.4,78.0,181.0,1051097.0
Dredd,2012,79,86.265,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey, Wood Harris","Mega City One is a vast, violent metropolis where felons rule the streets. The only law lies with cops called...",41467606.0,Sci-Fi,7.1,60.0,95.0,269960.0
The Bourne Identity,2002,84,89.619,Doug Liman,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen","The story of a man (Matt Damon), salvaged, near death, from the ocean by an Italian fishing boat. When he...",214357371.0,Thriller,7.9,68.0,119.0,538376.0
